Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"22.93300","0.00000","-3.71552"
"22.94300","0.00000","-3.75553"
"22.95300","0.00000","-3.79384"
"22.96300","0.00000","-3.83770"
"22.97300","0.00000","-3.88982"
"22.98300","0.00000","-3.94732"
"22.99300","0.00000","-4.00357"
"23.00300","0.00000","-4.05560"
"23.01300","0.00000","-4.10144"
"23.02300","0.00000","-4.14116"
"23.03300","0.00000","-4.18097"
"23.04300","0.00000","-4.22482"
"23.05300","0.00000","-4.27696"
"23.06300","0.00000","-4.33590"
"23.07300","0.00000","-4.39267"
"23.08300","0.00000","-4.44276"
"23.09300","0.00000","-4.48729"
"23.10300","0.00000","-4.53113"
"23.11300","0.00000","-4.57678"
"23.12300","0.00000","-4.62353"
"23.13300","0.00000","-4.67016"
"23.14300","0.00000","-4.71587"
"23.15300","0.00000","-4.76535"
"23.16300","0.00000","-4.81439"
"23.17300","0.00000","-4.86171"
"23.18300","0.00000","-4.90869"
"23.19300","0.00000","-4.95587"
"23.20300","0.00000","-5.00481"
"23.21300","0.00000","-5.05125"
"23.22300","0.00000","-5.09818"
"23.23300","0.00000","-5.14834"
"23.24300","0.00000","-5.20037"
"23.25300","0.00000","-5.24954"
"23.26300","0.00000","-5.29402"
"23.27300","0.00000","-5.33917"
"23.28300","0.00000","-5.38427"
"23.29300","0.00000","-5.43264"
"23.30300","0.00000","-5.48172"
"23.31300","0.00000","-5.52736"
"23.32300","0.00000","-5.57482"
"23.33300","0.00000","-5.62260"
"23.34300","0.00000","-5.66953"
"23.35300","0.00000","-5.71638"
"23.36300","0.00000","-5.76382"
"23.37300","0.00000","-5.81231"
"23.38300","0.00000","-5.85904"
"23.39300","0.00000","-5.90793"
"23.40300","0.00000","-5.95626"
"23.41300","0.00000","-6.00529"
"23.42300","0.00000","-6.05368"
"23.43300","0.00000","-6.09858"
"23.44300","0.00000","-6.14249"
"23.45300","0.00000","-6.18771"
"23.46300","0.00000","-6.23754"
"23.47300","0.00000","-6.29265"
"23.48300","0.00000","-6.34855"
"23.49300","0.00000","-6.40011"
"23.50300","0.00000","-6.44449"
"23.51300","0.00000","-6.48293"
"23.52300","0.00000","-6.51929"
"23.53300","0.00000","-6.56318"
"23.54300","0.00000","-6.61702"
"23.55300","0.00000","-6.67440"
"23.56300","0.00000","-6.73287"
"23.57300","0.00000","-6.78533"
"23.58300","0.00000","-6.83059"
"23.59300","0.00000","-6.87417"
"23.60300","0.00000","-6.91696"
"23.61300","0.00000","-6.95956"
"23.62300","0.00000","-7.00487"
"23.63300","0.00000","-7.05379"
"23.64300","0.00000","-7.10321"
"23.65300","0.00000","-7.15283"
"23.66300","0.00000","-7.20009"
"23.67300","0.00000","-7.24522"
"23.68300","0.00000","-7.29306"
"23.69300","0.00000","-7.34091"
"23.70300","0.00000","-7.38837"
"23.71300","0.00000","-7.43527"
"23.72300","0.00000","-7.47992"
"23.73300","0.00000","-7.52732"
"23.74300","0.00000","-7.57792"
"23.75300","0.00000","-7.62864"
"23.76300","0.00000","-7.67722"
"23.77300","0.00000","-7.72154"
"23.78300","0.00000","-7.76357"
"23.79300","0.00000","-7.80622"
"23.80300","0.00000","-7.85856"
"23.81300","0.00000","-7.91660"
"23.82300","0.00000","-7.97306"
"23.83300","0.00000","-8.02122"
"23.84300","0.00000","-8.05826"
"23.85300","0.00000","-8.09282"
"23.86300","0.00000","-8.13258"
"23.87300","0.00000","-8.18226"
"23.88300","0.00000","-8.23539"
"23.89300","0.00000","-8.28797"
"23.90300","0.00000","-8.33940"
"23.91300","0.00000","-8.38595"
"23.92300","0.00000","-8.42914"
"23.93300","0.00000","-8.47459"
"23.94300","0.00000","-8.52407"
"23.95300","0.00000","-8.57175"
"23.96300","0.00000","-8.61363"
"23.97300","0.00000","-8.64423"
"23.98300","0.00000","-8.66198"
"23.99300","0.00000","-8.66656"
"24.00300","0.00000","-8.65207"
"24.01300","0.00000","-8.61766"
"24.02300","0.00000","-8.57126"
"24.03300","0.00000","-8.51794"
"24.04300","0.00000","-8.46471"
"24.05300","0.00000","-8.41273"
"24.06300","0.00000","-8.36440"
"24.07300","0.00000","-8.32096"
"24.08300","0.00000","-8.27868"
"24.09300","0.00000","-8.22956"
"24.10300","0.00000","-8.17053"
"24.11300","0.00000","-8.11687"
"24.12300","0.00000","-8.07259"
"24.13300","0.00000","-8.03596"
"24.14300","0.00000","-8.00229"
"24.15300","0.00000","-7.95670"
"24.16300","0.00000","-7.90129"
"24.17300","0.00000","-7.84818"
"24.18300","0.00000","-7.80079"
"24.19300","0.00000","-7.75399"
"24.20300","0.00000","-7.70890"
"24.21300","0.00000","-7.66336"
"24.22300","0.00000","-7.61150"
"24.23300","0.00000","-7.55917"
"24.24300","0.00000","-7.51162"
"24.25300","0.00000","-7.46821"
"24.26300","0.00000","-7.42627"
"24.27300","0.00000","-7.37974"
"24.28300","0.00000","-7.32858"
"24.29300","0.00000","-7.27749"
"24.30300","0.00000","-7.23042"
"24.31300","0.00000","-7.18483"
"24.32300","0.00000","-7.14111"
"24.33300","0.00000","-7.09676"
"24.34300","0.00000","-7.04663"
"24.35300","0.00000","-6.99473"
"24.36300","0.00000","-6.94210"
"24.37300","0.00000","-6.88941"
"24.38300","0.00000","-6.84620"
"24.39300","0.00000","-6.80795"
"24.40300","0.00000","-6.76802"
"24.41300","0.00000","-6.72392"
"24.42300","0.00000","-6.67319"
"24.43300","0.00000","-6.61481"
"24.44300","0.00000","-6.55821"
"24.45300","0.00000","-6.50800"
"24.46300","0.00000","-6.45978"
"24.47300","0.00000","-6.41692"
"24.48300","0.00000","-6.37504"
"24.49300","0.00000","-6.32922"
"24.50300","0.00000","-6.28187"
"24.51300","0.00000","-6.23355"
"24.52300","0.00000","-6.18230"
"24.53300","0.00000","-6.12906"
"24.54300","0.00000","-6.07694"
"24.55300","0.00000","-6.02823"
"24.56300","0.00000","-5.98391"
"24.57300","0.00000","-5.94387"
"24.58300","0.00000","-5.90066"
"24.59300","0.00000","-5.85308"
"24.60300","0.00000","-5.80096"
"24.61300","0.00000","-5.74738"
"24.62300","0.00000","-5.69514"
"24.63300","0.00000","-5.64511"
"24.64300","0.00000","-5.60170"
"24.65300","0.00000","-5.56153"
"24.66300","0.00000","-5.51771"
"24.67300","0.00000","-5.47021"
"24.68300","0.00000","-5.41866"
"24.69300","0.00000","-5.36678"
"24.70300","0.00000","-5.32014"
"24.71300","0.00000","-5.27366"
"24.72300","0.00000","-5.22473"
"24.73300","0.00000","-5.17616"
"24.74300","0.00000","-5.13062"
"24.75300","0.00000","-5.08672"
"24.76300","0.00000","-5.04145"
"24.77300","0.00000","-4.99083"
"24.78300","0.00000","-4.93884"
"24.79300","0.00000","-4.88683"
"24.80300","0.00000","-4.83562"
"24.81300","0.00000","-4.79172"
"24.82300","0.00000","-4.75054"
"24.83300","0.00000","-4.70665"
"24.84300","0.00000","-4.66093"
"24.85300","0.00000","-4.61196"
"24.86300","0.00000","-4.55977"
"24.87300","0.00000","-4.50835"
"24.88300","0.00000","-4.45961"
"24.89300","0.00000","-4.40875"
"24.90300","0.00000","-4.36190"
"24.91300","0.00000","-4.32168"
"24.92300","0.00000","-4.27625"
"24.93300","0.00000","-4.22446"
"24.94300","0.00000","-4.17208"
"24.95300","0.00000","-4.12095"
"24.96300","0.00000","-4.07360"
"24.97300","0.00000","-4.02717"
"24.98300","0.00000","-3.97803"
"24.99300","0.00000","-3.92569"
"25.00300","0.00000","-3.87435"
"25.01300","0.00000","-3.82650"
"25.02300","0.00000","-3.78063"
"25.03300","0.00000","-3.73781"
"25.04300","0.00000","-3.69246"
"25.05300","0.00000","-3.64638"
"25.06300","0.00000","-3.59764"
"25.07300","0.00000","-3.54656"
"25.08300","0.00000","-3.50088"
"25.09300","0.00000","-3.45767"
"25.10300","0.00000","-3.40981"
"25.11300","0.00000","-3.35702"
"25.12300","0.00000","-3.30415"
"25.13300","0.00000","-3.25075"
"25.14300","0.00000","-3.20178"
"25.15300","0.00000","-3.16094"
"25.16300","0.00000","-3.12091"
"25.17300","0.00000","-3.07878"
"25.18300","0.00000","-3.03335"
"25.19300","0.00000","-2.97866"
"25.20300","0.00000","-2.92223"
"25.21300","0.00000","-2.87159"
"25.22300","0.00000","-2.82951"
"25.23300","0.00000","-2.78774"
"25.24300","0.00000","-2.74115"
"25.25300","0.00000","-2.69116"
"25.26300","0.00000","-2.63943"
"25.27300","0.00000","-2.58921"
"25.28300","0.00000","-2.54068"
"25.29300","0.00000","-2.49673"
"25.30300","0.00000","-2.45353"
"25.31300","0.00000","-2.40749"
"25.32300","0.00000","-2.35958"
"25.33300","0.00000","-2.30551"
"25.34300","0.00000","-2.25390"
"25.35300","0.00000","-2.20970"
"25.36300","0.00000","-2.16659"
"25.37300","0.00000","-2.11951"
"25.38300","0.00000","-2.06742"
"25.39300","0.00000","-2.01709"
"25.40300","0.00000","-1.97068"
"25.41300","0.00000","-1.92741"
"25.42300","0.00000","-1.88195"
"25.43300","0.00000","-1.83271"
"25.44300","0.00000","-1.78247"
"25.45300","0.00000","-1.73038"
"25.46300","0.00000","-1.68087"
"25.47300","0.00000","-1.63413"
"25.48300","0.00000","-1.59166"
"25.49300","0.00000","-1.54879"
"25.50300","0.00000","-1.49916"
"25.51300","0.00000","-1.44697"
"25.52300","0.00000","-1.39846"
"25.53300","0.00000","-1.35565"
"25.54300","0.00000","-1.31383"
"25.55300","0.00000","-1.26984"
"25.56300","0.00000","-1.22199"
"25.57300","0.00000","-1.16859"
"25.58300","0.00000","-1.11657"
"25.59300","0.00000","-1.06640"
"25.60300","0.00000","-1.01836"
"25.61300","0.00000","-0.97574"
"25.62300","0.00000","-0.93565"
"25.63300","0.00000","-0.89247"
"25.64300","0.00000","-0.84528"
"25.65300","0.00000","-0.79786"
"25.66300","0.00000","-0.75240"
"25.67300","0.00000","-0.70605"
"25.68300","0.00000","-0.65728"
"25.69300","0.00000","-0.60299"
"25.70300","0.00000","-0.54537"
"25.71300","0.00000","-0.49272"
"25.72300","0.00000","-0.45025"
"25.73300","0.00000","-0.41628"
"25.74300","0.00000","-0.38093"
"25.75300","0.00000","-0.34104"
"25.76300","0.00000","-0.28867"
"25.77300","0.00000","-0.22505"
"25.78300","0.00000","-0.16656"
"25.79300","0.00000","-0.11755"
"25.80300","0.00000","-0.07493"
"25.81300","0.00000","-0.03414"
"25.82300","0.00000","0.00909"
"25.83300","0.00000","0.06205"
"25.84300","0.00000","0.11904"
"25.85300","0.00000","0.17097"
"25.86300","0.00000","0.21933"
"25.87300","0.00000","0.26234"
"25.88300","0.00000","0.30446"
"25.89300","0.00000","0.35212"
"25.90300","0.00000","0.40586"
"25.91300","0.00000","0.46122"
"25.92300","0.00000","0.51316"
"25.93300","0.00000","0.56102"
"25.94300","0.00000","0.60480"
"25.95300","0.00000","0.64746"
"25.96300","0.00000","0.69373"
"25.97300","0.00000","0.74127"
"25.98300","0.00000","0.79013"
"25.99300","0.00000","0.83802"
"26.00300","0.00000","0.88505"
"26.01300","0.00000","0.93375"
"26.02300","0.00000","0.98401"
"26.03300","0.00000","1.03633"
"26.04300","0.00000","1.08738"
"26.05300","0.00000","1.13344"
"26.06300","0.00000","1.17307"
"26.07300","0.00000","1.21806"
"26.08300","0.00000","1.26792"
"26.09300","0.00000","1.31668"
"26.10300","0.00000","1.36911"
"26.11300","0.00000","1.41812"
"26.12300","0.00000","1.46176"
"26.13300","0.00000","1.50716"
"26.14300","0.00000","1.55692"
"26.15300","0.00000","1.60743"
"26.16300","0.00000","1.66003"
"26.17300","0.00000","1.71393"
"26.18300","0.00000","1.76144"
"26.19300","0.00000","1.80460"
"26.20300","0.00000","1.84742"
"26.21300","0.00000","1.89074"
"26.22300","0.00000","1.93913"
"26.23300","0.00000","1.98990"
"26.24300","0.00000","2.04029"
"26.25300","0.00000","2.08960"
"26.26300","0.00000","2.13886"
"26.27300","0.00000","2.18895"
"26.28300","0.00000","2.23753"
"26.29300","0.00000","2.28670"
"26.30300","0.00000","2.33416"
"26.31300","0.00000","2.37841"
"26.32300","0.00000","2.42111"
"26.33300","0.00000","2.46680"
"26.34300","0.00000","2.51847"
"26.35300","0.00000","2.57332"
"26.36300","0.00000","2.62506"
"26.37300","0.00000","2.67079"
"26.38300","0.00000","2.71470"
"26.39300","0.00000","2.75781"
"26.40300","0.00000","2.80194"
"26.41300","0.00000","2.85149"
"26.42300","0.00000","2.90249"
"26.43300","0.00000","2.95086"
"26.44300","0.00000","3.00140"
"26.45300","0.00000","3.04824"
"26.46300","0.00000","3.09471"
"26.47300","0.00000","3.14332"
"26.48300","0.00000","3.18992"
"26.49300","0.00000","3.23374"
"26.50300","0.00000","3.28249"
"26.51300","0.00000","3.33868"
"26.52300","0.00000","3.39336"
"26.53300","0.00000","3.44637"
"26.54300","0.00000","3.49335"
"26.55300","0.00000","3.53130"
"26.56300","0.00000","3.56657"
"26.57300","0.00000","3.60592"
"26.58300","0.00000","3.65286"
"26.59300","0.00000","3.70870"
"26.60300","0.00000","3.76997"
"26.61300","0.00000","3.82362"
"26.62300","0.00000","3.86760"
"26.63300","0.00000","3.90921"
"26.64300","0.00000","3.95095"
"26.65300","0.00000","4.00009"
"26.66300","0.00000","4.05233"
"26.67300","0.00000","4.10165"
"26.68300","0.00000","4.14757"
"26.69300","0.00000","4.19124"
"26.70300","0.00000","4.23313"
"26.71300","0.00000","4.28231"
"26.72300","0.00000","4.34210"
"26.73300","0.00000","4.39800"
"26.74300","0.00000","4.44741"
"26.75300","0.00000","4.49105"
"26.76300","0.00000","4.52786"
"26.77300","0.00000","4.57388"
"26.78300","0.00000","4.63062"
"26.79300","0.00000","4.68651"
"26.80300","0.00000","4.73832"
"26.81300","0.00000","4.78070"
"26.82300","0.00000","4.82024"
"26.83300","0.00000","4.86636"
"26.84300","0.00000","4.92148"
"26.85300","0.00000","4.98275"
"26.86300","0.00000","5.04054"
"26.87300","0.00000","5.08616"
"26.88300","0.00000","5.12176"
"26.89300","0.00000","5.15508"
"26.90300","0.00000","5.19421"
"26.91300","0.00000","5.24779"
"26.92300","0.00000","5.31117"
"26.93300","0.00000","5.36711"
"26.94300","0.00000","5.41141"
"26.95300","0.00000","5.45090"
"26.96300","0.00000","5.49495"
"26.97300","0.00000","5.54524"
"26.98300","0.00000","5.60019"
"26.99300","0.00000","5.65316"
"27.00300","0.00000","5.69886"
"27.01300","0.00000","5.74134"
"27.02300","0.00000","5.78238"
"27.03300","0.00000","5.82711"
"27.04300","0.00000","5.87834"
"27.05300","0.00000","5.93408"
"27.06300","0.00000","5.98818"
"27.07300","0.00000","6.03466"
"27.08300","0.00000","6.07653"
"27.09300","0.00000","6.12159"
"27.10300","0.00000","6.17379"
"27.11300","0.00000","6.22438"
"27.12300","0.00000","6.27083"
"27.13300","0.00000","6.31535"
"27.14300","0.00000","6.35959"
"27.15300","0.00000","6.40512"
"27.16300","0.00000","6.45228"
"27.17300","0.00000","6.50405"
"27.18300","0.00000","6.55971"
"27.19300","0.00000","6.61387"
"27.20300","0.00000","6.66618"
"27.21300","0.00000","6.71430"
"27.22300","0.00000","6.76052"
"27.23300","0.00000","6.80670"
"27.24300","0.00000","6.85166"
"27.25300","0.00000","6.89501"
"27.26300","0.00000","6.93929"
"27.27300","0.00000","6.99098"
"27.28300","0.00000","7.04740"
"27.29300","0.00000","7.10148"
"27.30300","0.00000","7.15178"
"27.31300","0.00000","7.19374"
"27.32300","0.00000","7.23340"
"27.33300","0.00000","7.27666"
"27.34300","0.00000","7.32572"
"27.35300","0.00000","7.38018"
"27.36300","0.00000","7.43686"
"27.37300","0.00000","7.48893"
"27.38300","0.00000","7.53509"
"27.39300","0.00000","7.57845"
"27.40300","0.00000","7.62025"
"27.41300","0.00000","7.66573"
"27.42300","0.00000","7.71618"
"27.43300","0.00000","7.76868"
"27.44300","0.00000","7.82163"
"27.45300","0.00000","7.86984"
"27.46300","0.00000","7.91123"
"27.47300","0.00000","7.95305"
"27.48300","0.00000","7.99960"
"27.49300","0.00000","8.05168"
"27.50300","0.00000","8.10313"
"27.51300","0.00000","8.15125"
"27.52300","0.00000","8.19581"
"27.53300","0.00000","8.24083"
"27.54300","0.00000","8.29065"
"27.55300","0.00000","8.34074"
"27.56300","0.00000","8.39178"
"27.57300","0.00000","8.44131"
"27.58300","0.00000","8.48704"
"27.59300","0.00000","8.53329"
"27.60300","0.00000","8.58089"
"27.61300","0.00000","8.63149"
"27.62300","0.00000","8.68612"
"27.63300","0.00000","8.73901"
"27.64300","0.00000","8.78274"
"27.65300","0.00000","8.80127"
"27.66300","0.00000","8.79254"
"27.67300","0.00000","8.76728"
"27.68300","0.00000","8.73335"
"27.69300","0.00000","8.69102"
"27.70300","0.00000","8.63968"
"27.71300","0.00000","8.58206"
"27.72300","0.00000","8.51931"
"27.73300","0.00000","8.46054"
"27.74300","0.00000","8.41275"
"27.75300","0.00000","8.37321"
"27.76300","0.00000","8.33402"
"27.77300","0.00000","8.29058"
"27.78300","0.00000","8.24026"
"27.79300","0.00000","8.18384"
"27.80300","0.00000","8.13032"
"27.81300","0.00000","8.07995"
"27.82300","0.00000","8.03103"
"27.83300","0.00000","7.98631"
"27.84300","0.00000","7.94109"
"27.85300","0.00000","7.89461"
"27.86300","0.00000","7.84801"
"27.87300","0.00000","7.80265"
"27.88300","0.00000","7.75740"
"27.89300","0.00000","7.70855"
"27.90300","0.00000","7.65453"
"27.91300","0.00000","7.60041"
"27.92300","0.00000","7.54987"
"27.93300","0.00000","7.50641"
"27.94300","0.00000","7.46769"
"27.95300","0.00000","7.42830"
"27.96300","0.00000","7.37937"
"27.97300","0.00000","7.32002"
"27.98300","0.00000","7.26233"
"27.99300","0.00000","7.21214"
"28.00300","0.00000","7.17236"
"28.01300","0.00000","7.13416"
"28.02300","0.00000","7.08955"
"28.03300","0.00000","7.03278"
"28.04300","0.00000","6.97213"
"28.05300","0.00000","6.91909"
"28.06300","0.00000","6.87240"
"28.07300","0.00000","6.83161"
"28.08300","0.00000","6.78970"
"28.09300","0.00000","6.74231"
"28.10300","0.00000","6.68982"
"28.11300","0.00000","6.63658"
"28.12300","0.00000","6.58881"
"28.13300","0.00000","6.54195"
"28.14300","0.00000","6.49547"
"28.15300","0.00000","6.44686"
"28.16300","0.00000","6.39355"
"28.17300","0.00000","6.34021"
"28.18300","0.00000","6.29296"
"28.19300","0.00000","6.25074"
"28.20300","0.00000","6.20872"
"28.21300","0.00000","6.16328"
"28.22300","0.00000","6.11093"
"28.23300","0.00000","6.05563"
"28.24300","0.00000","6.00439"
"28.25300","0.00000","5.95844"
"28.26300","0.00000","5.91924"
"28.27300","0.00000","5.87776"
"28.28300","0.00000","5.82727"
"28.29300","0.00000","5.77257"
"28.30300","0.00000","5.71605"
"28.31300","0.00000","5.66440"
"28.32300","0.00000","5.61893"
"28.33300","0.00000","5.57846"
"28.34300","0.00000","5.53673"
"28.35300","0.00000","5.49097"
"28.36300","0.00000","5.44261"
"28.37300","0.00000","5.39346"
"28.38300","0.00000","5.34392"
"28.39300","0.00000","5.29098"
"28.40300","0.00000","5.23639"
"28.41300","0.00000","5.18688"
"28.42300","0.00000","5.14065"
"28.43300","0.00000","5.09784"
"28.44300","0.00000","5.05706"
"28.45300","0.00000","5.01434"
"28.46300","0.00000","4.96514"
"28.47300","0.00000","4.91007"
"28.48300","0.00000","4.85249"
"28.49300","0.00000","4.79588"
"28.50300","0.00000","4.75218"
"28.51300","0.00000","4.71587"
"28.52300","0.00000","4.67665"
"28.53300","0.00000","4.63054"
"28.54300","0.00000","4.57484"
"28.55300","0.00000","4.51248"
"28.56300","0.00000","4.45362"
"28.57300","0.00000","4.40384"
"28.58300","0.00000","4.36544"
"28.59300","0.00000","4.32947"
"28.60300","0.00000","4.28724"
"28.61300","0.00000","4.23188"
"28.62300","0.00000","4.16798"
"28.63300","0.00000","4.11259"
"28.64300","0.00000","4.06970"
"28.65300","0.00000","4.03036"
"28.66300","0.00000","3.98565"
"28.67300","0.00000","3.93734"
"28.68300","0.00000","3.88646"
"28.69300","0.00000","3.83669"
"28.70300","0.00000","3.79229"
"28.71300","0.00000","3.75088"
"28.72300","0.00000","3.70878"
"28.73300","0.00000","3.65990"
"28.74300","0.00000","3.60470"
"28.75300","0.00000","3.54982"
"28.76300","0.00000","3.49897"
"28.77300","0.00000","3.45623"
"28.78300","0.00000","3.41417"
"28.79300","0.00000","3.36963"
"28.80300","0.00000","3.32157"
"28.81300","0.00000","3.27061"
"28.82300","0.00000","3.21770"
"28.83300","0.00000","3.16532"
"28.84300","0.00000","3.11938"
"28.85300","0.00000","3.07610"
"28.86300","0.00000","3.02957"
"28.87300","0.00000","2.97790"
"28.88300","0.00000","2.92527"
"28.89300","0.00000","2.87558"
"28.90300","0.00000","2.83115"
"28.91300","0.00000","2.78749"
"28.92300","0.00000","2.74283"
"28.93300","0.00000","2.69711"
"28.94300","0.00000","2.65189"
"28.95300","0.00000","2.60029"
"28.96300","0.00000","2.54531"
"28.97300","0.00000","2.49316"
"28.98300","0.00000","2.44755"
"28.99300","0.00000","2.40311"
"29.00300","0.00000","2.35719"
"29.01300","0.00000","2.31126"
"29.02300","0.00000","2.26494"
"29.03300","0.00000","2.21857"
"29.04300","0.00000","2.16958"
"29.05300","0.00000","2.11647"
"29.06300","0.00000","2.06582"
"29.07300","0.00000","2.01729"
"29.08300","0.00000","1.97067"
"29.09300","0.00000","1.92678"
"29.10300","0.00000","1.88198"
"29.11300","0.00000","1.83620"
"29.12300","0.00000","1.78420"
"29.13300","0.00000","1.72879"
"29.14300","0.00000","1.67654"
"29.15300","0.00000","1.63090"
"29.16300","0.00000","1.59056"
"29.17300","0.00000","1.54662"
"29.18300","0.00000","1.49724"
"29.19300","0.00000","1.44238"
"29.20300","0.00000","1.38751"
"29.21300","0.00000","1.33873"
"29.22300","0.00000","1.29128"
"29.23300","0.00000","1.24599"
"29.24300","0.00000","1.19986"
"29.25300","0.00000","1.15111"
"29.26300","0.00000","1.10324"
