Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"37.89300","0.00000","-5.05857"
"37.90300","0.00000","-5.10948"
"37.91300","0.00000","-5.15632"
"37.92300","0.00000","-5.19863"
"37.93300","0.00000","-5.24135"
"37.94300","0.00000","-5.29098"
"37.95300","0.00000","-5.34470"
"37.96300","0.00000","-5.39956"
"37.97300","0.00000","-5.44886"
"37.98300","0.00000","-5.48875"
"37.99300","0.00000","-5.52512"
"38.00300","0.00000","-5.56475"
"38.01300","0.00000","-5.61463"
"38.02300","0.00000","-5.67003"
"38.03300","0.00000","-5.72583"
"38.04300","0.00000","-5.77701"
"38.05300","0.00000","-5.82179"
"38.06300","0.00000","-5.86486"
"38.07300","0.00000","-5.90814"
"38.08300","0.00000","-5.95496"
"38.09300","0.00000","-6.00394"
"38.10300","0.00000","-6.05090"
"38.11300","0.00000","-6.09712"
"38.12300","0.00000","-6.14397"
"38.13300","0.00000","-6.19643"
"38.14300","0.00000","-6.25063"
"38.15300","0.00000","-6.30375"
"38.16300","0.00000","-6.34984"
"38.17300","0.00000","-6.38907"
"38.18300","0.00000","-6.42986"
"38.19300","0.00000","-6.47686"
"38.20300","0.00000","-6.52974"
"38.21300","0.00000","-6.58554"
"38.22300","0.00000","-6.63843"
"38.23300","0.00000","-6.68745"
"38.24300","0.00000","-6.73108"
"38.25300","0.00000","-6.77449"
"38.26300","0.00000","-6.82001"
"38.27300","0.00000","-6.86994"
"38.28300","0.00000","-6.92180"
"38.29300","0.00000","-6.97019"
"38.30300","0.00000","-7.01331"
"38.31300","0.00000","-7.05507"
"38.32300","0.00000","-7.10304"
"38.33300","0.00000","-7.15337"
"38.34300","0.00000","-7.20219"
"38.35300","0.00000","-7.24823"
"38.36300","0.00000","-7.29357"
"38.37300","0.00000","-7.34071"
"38.38300","0.00000","-7.39048"
"38.39300","0.00000","-7.44300"
"38.40300","0.00000","-7.49358"
"38.41300","0.00000","-7.53653"
"38.42300","0.00000","-7.57725"
"38.43300","0.00000","-7.61883"
"38.44300","0.00000","-7.66381"
"38.45300","0.00000","-7.71656"
"38.46300","0.00000","-7.77326"
"38.47300","0.00000","-7.82701"
"38.48300","0.00000","-7.87591"
"38.49300","0.00000","-7.91964"
"38.50300","0.00000","-7.95687"
"38.51300","0.00000","-7.99785"
"38.52300","0.00000","-8.04477"
"38.53300","0.00000","-8.09430"
"38.54300","0.00000","-8.14718"
"38.55300","0.00000","-8.19606"
"38.56300","0.00000","-8.24045"
"38.57300","0.00000","-8.28549"
"38.58300","0.00000","-8.33336"
"38.59300","0.00000","-8.38270"
"38.60300","0.00000","-8.42952"
"38.61300","0.00000","-8.47441"
"38.62300","0.00000","-8.51847"
"38.63300","0.00000","-8.56715"
"38.64300","0.00000","-8.61631"
"38.65300","0.00000","-8.65392"
"38.66300","0.00000","-8.67561"
"38.67300","0.00000","-8.66967"
"38.68300","0.00000","-8.64203"
"38.69300","0.00000","-8.60319"
"38.70300","0.00000","-8.56005"
"38.71300","0.00000","-8.51713"
"38.72300","0.00000","-8.47523"
"38.73300","0.00000","-8.42897"
"38.74300","0.00000","-8.37287"
"38.75300","0.00000","-8.31154"
"38.76300","0.00000","-8.25312"
"38.77300","0.00000","-8.20332"
"38.78300","0.00000","-8.16588"
"38.79300","0.00000","-8.13571"
"38.80300","0.00000","-8.10159"
"38.81300","0.00000","-8.05225"
"38.82300","0.00000","-7.99423"
"38.83300","0.00000","-7.93666"
"38.84300","0.00000","-7.88160"
"38.85300","0.00000","-7.83691"
"38.86300","0.00000","-7.79892"
"38.87300","0.00000","-7.76029"
"38.88300","0.00000","-7.71892"
"38.89300","0.00000","-7.67371"
"38.90300","0.00000","-7.62115"
"38.91300","0.00000","-7.56342"
"38.92300","0.00000","-7.50850"
"38.93300","0.00000","-7.45844"
"38.94300","0.00000","-7.41248"
"38.95300","0.00000","-7.37286"
"38.96300","0.00000","-7.33569"
"38.97300","0.00000","-7.29547"
"38.98300","0.00000","-7.24844"
"38.99300","0.00000","-7.19234"
"39.00300","0.00000","-7.13388"
"39.01300","0.00000","-7.07829"
"39.02300","0.00000","-7.02976"
"39.03300","0.00000","-6.98902"
"39.04300","0.00000","-6.95246"
"39.05300","0.00000","-6.91299"
"39.06300","0.00000","-6.86762"
"39.07300","0.00000","-6.81564"
"39.08300","0.00000","-6.75871"
"39.09300","0.00000","-6.70542"
"39.10300","0.00000","-6.65803"
"39.11300","0.00000","-6.61125"
"39.12300","0.00000","-6.56800"
"39.13300","0.00000","-6.52480"
"39.14300","0.00000","-6.47688"
"39.15300","0.00000","-6.42664"
"39.16300","0.00000","-6.37837"
"39.17300","0.00000","-6.32882"
"39.18300","0.00000","-6.27821"
"39.19300","0.00000","-6.22839"
"39.20300","0.00000","-6.17368"
"39.21300","0.00000","-6.12229"
"39.22300","0.00000","-6.08121"
"39.23300","0.00000","-6.04174"
"39.24300","0.00000","-5.99726"
"39.25300","0.00000","-5.94552"
"39.26300","0.00000","-5.89169"
"39.27300","0.00000","-5.84303"
"39.28300","0.00000","-5.79870"
"39.29300","0.00000","-5.75602"
"39.30300","0.00000","-5.71287"
"39.31300","0.00000","-5.66891"
"39.32300","0.00000","-5.61563"
"39.33300","0.00000","-5.55945"
"39.34300","0.00000","-5.50658"
"39.35300","0.00000","-5.45987"
"39.36300","0.00000","-5.42070"
"39.37300","0.00000","-5.37976"
"39.38300","0.00000","-5.33183"
"39.39300","0.00000","-5.27996"
"39.40300","0.00000","-5.22947"
"39.41300","0.00000","-5.18392"
"39.42300","0.00000","-5.14018"
"39.43300","0.00000","-5.09482"
"39.44300","0.00000","-5.04222"
"39.45300","0.00000","-4.98672"
"39.46300","0.00000","-4.93529"
"39.47300","0.00000","-4.88792"
"39.48300","0.00000","-4.84641"
"39.49300","0.00000","-4.80374"
"39.50300","0.00000","-4.75725"
"39.51300","0.00000","-4.70309"
"39.52300","0.00000","-4.64864"
"39.53300","0.00000","-4.60034"
"39.54300","0.00000","-4.55900"
"39.55300","0.00000","-4.52128"
"39.56300","0.00000","-4.47740"
"39.57300","0.00000","-4.42324"
"39.58300","0.00000","-4.36132"
"39.59300","0.00000","-4.30197"
"39.60300","0.00000","-4.25521"
"39.61300","0.00000","-4.21928"
"39.62300","0.00000","-4.18869"
"39.63300","0.00000","-4.14828"
"39.64300","0.00000","-4.09553"
"39.65300","0.00000","-4.03369"
"39.66300","0.00000","-3.96912"
"39.67300","0.00000","-3.91351"
"39.68300","0.00000","-3.86764"
"39.69300","0.00000","-3.82816"
"39.70300","0.00000","-3.78526"
"39.71300","0.00000","-3.73794"
"39.72300","0.00000","-3.69040"
"39.73300","0.00000","-3.64598"
"39.74300","0.00000","-3.60477"
"39.75300","0.00000","-3.55920"
"39.76300","0.00000","-3.50694"
"39.77300","0.00000","-3.45198"
"39.78300","0.00000","-3.39495"
"39.79300","0.00000","-3.34471"
"39.80300","0.00000","-3.30320"
"39.81300","0.00000","-3.26562"
"39.82300","0.00000","-3.22525"
"39.83300","0.00000","-3.17600"
"39.84300","0.00000","-3.12073"
"39.85300","0.00000","-3.06667"
"39.86300","0.00000","-3.02016"
"39.87300","0.00000","-2.97622"
"39.88300","0.00000","-2.93327"
"39.89300","0.00000","-2.88836"
"39.90300","0.00000","-2.84070"
"39.91300","0.00000","-2.78935"
"39.92300","0.00000","-2.73408"
"39.93300","0.00000","-2.68038"
"39.94300","0.00000","-2.63435"
"39.95300","0.00000","-2.59301"
"39.96300","0.00000","-2.55056"
"39.97300","0.00000","-2.50666"
"39.98300","0.00000","-2.46317"
"39.99300","0.00000","-2.41433"
"40.00300","0.00000","-2.36100"
"40.01300","0.00000","-2.30535"
"40.02300","0.00000","-2.25067"
"40.03300","0.00000","-2.20610"
"40.04300","0.00000","-2.16545"
"40.05300","0.00000","-2.12161"
"40.06300","0.00000","-2.07367"
"40.07300","0.00000","-2.02682"
"40.08300","0.00000","-1.97816"
"40.09300","0.00000","-1.92696"
"40.10300","0.00000","-1.87817"
"40.11300","0.00000","-1.82880"
"40.12300","0.00000","-1.78163"
"40.13300","0.00000","-1.73534"
"40.14300","0.00000","-1.68804"
"40.15300","0.00000","-1.64209"
"40.16300","0.00000","-1.59510"
"40.17300","0.00000","-1.54786"
"40.18300","0.00000","-1.49830"
"40.19300","0.00000","-1.44763"
"40.20300","0.00000","-1.40059"
"40.21300","0.00000","-1.35780"
"40.22300","0.00000","-1.31456"
"40.23300","0.00000","-1.26963"
"40.24300","0.00000","-1.22484"
"40.25300","0.00000","-1.17667"
"40.26300","0.00000","-1.12445"
"40.27300","0.00000","-1.07159"
"40.28300","0.00000","-1.01856"
"40.29300","0.00000","-0.97400"
"40.30300","0.00000","-0.93848"
"40.31300","0.00000","-0.90288"
"40.32300","0.00000","-0.85953"
"40.33300","0.00000","-0.80768"
"40.34300","0.00000","-0.75092"
"40.35300","0.00000","-0.69216"
"40.36300","0.00000","-0.64089"
"40.37300","0.00000","-0.59907"
"40.38300","0.00000","-0.56349"
"40.39300","0.00000","-0.52758"
"40.40300","0.00000","-0.48287"
"40.41300","0.00000","-0.42776"
"40.42300","0.00000","-0.36816"
"40.43300","0.00000","-0.31327"
"40.44300","0.00000","-0.26889"
"40.45300","0.00000","-0.22704"
"40.46300","0.00000","-0.18519"
"40.47300","0.00000","-0.14174"
"40.48300","0.00000","-0.09197"
"40.49300","0.00000","-0.03776"
"40.50300","0.00000","0.01670"
"40.51300","0.00000","0.06711"
"40.52300","0.00000","0.11384"
"40.53300","0.00000","0.15705"
"40.54300","0.00000","0.20167"
"40.55300","0.00000","0.25092"
"40.56300","0.00000","0.30306"
"40.57300","0.00000","0.35633"
"40.58300","0.00000","0.40718"
"40.59300","0.00000","0.45799"
"40.60300","0.00000","0.50875"
"40.61300","0.00000","0.55449"
"40.62300","0.00000","0.59785"
"40.63300","0.00000","0.64093"
"40.64300","0.00000","0.68529"
"40.65300","0.00000","0.73277"
"40.66300","0.00000","0.78565"
"40.67300","0.00000","0.83968"
"40.68300","0.00000","0.89104"
"40.69300","0.00000","0.94001"
"40.70300","0.00000","0.98239"
"40.71300","0.00000","1.02282"
"40.72300","0.00000","1.06855"
"40.73300","0.00000","1.11943"
"40.74300","0.00000","1.17386"
"40.75300","0.00000","1.22742"
"40.76300","0.00000","1.27712"
"40.77300","0.00000","1.32085"
"40.78300","0.00000","1.36253"
"40.79300","0.00000","1.40567"
"40.80300","0.00000","1.44834"
"40.81300","0.00000","1.49528"
"40.82300","0.00000","1.54580"
"40.83300","0.00000","1.60091"
"40.84300","0.00000","1.65645"
"40.85300","0.00000","1.70853"
"40.86300","0.00000","1.75849"
"40.87300","0.00000","1.80029"
"40.88300","0.00000","1.83895"
"40.89300","0.00000","1.88043"
"40.90300","0.00000","1.93010"
"40.91300","0.00000","1.98768"
"40.92300","0.00000","2.04543"
"40.93300","0.00000","2.09871"
"40.94300","0.00000","2.14256"
"40.95300","0.00000","2.17925"
"40.96300","0.00000","2.21835"
"40.97300","0.00000","2.26346"
"40.98300","0.00000","2.31539"
"40.99300","0.00000","2.37180"
"41.00300","0.00000","2.42663"
"41.01300","0.00000","2.47484"
"41.02300","0.00000","2.51807"
"41.03300","0.00000","2.56213"
"41.04300","0.00000","2.60869"
"41.05300","0.00000","2.65911"
"41.06300","0.00000","2.70870"
"41.07300","0.00000","2.75523"
"41.08300","0.00000","2.80163"
"41.09300","0.00000","2.84790"
"41.10300","0.00000","2.89768"
"41.11300","0.00000","2.95014"
"41.12300","0.00000","2.99840"
"41.13300","0.00000","3.03858"
"41.14300","0.00000","3.07677"
"41.15300","0.00000","3.12158"
"41.16300","0.00000","3.17606"
"41.17300","0.00000","3.23939"
"41.18300","0.00000","3.29950"
"41.19300","0.00000","3.34644"
"41.20300","0.00000","3.38296"
"41.21300","0.00000","3.41473"
"41.22300","0.00000","3.45429"
"41.23300","0.00000","3.50558"
"41.24300","0.00000","3.56564"
"41.25300","0.00000","3.62501"
"41.26300","0.00000","3.67379"
"41.27300","0.00000","3.71331"
"41.28300","0.00000","3.75099"
"41.29300","0.00000","3.79969"
"41.30300","0.00000","3.85605"
"41.31300","0.00000","3.91283"
"41.32300","0.00000","3.96364"
"41.33300","0.00000","4.00298"
"41.34300","0.00000","4.03787"
"41.35300","0.00000","4.07689"
"41.36300","0.00000","4.12915"
"41.37300","0.00000","4.18800"
"41.38300","0.00000","4.24296"
"41.39300","0.00000","4.29073"
"41.40300","0.00000","4.33327"
"41.41300","0.00000","4.37896"
"41.42300","0.00000","4.42964"
"41.43300","0.00000","4.48297"
"41.44300","0.00000","4.53573"
"41.45300","0.00000","4.58412"
"41.46300","0.00000","4.62839"
"41.47300","0.00000","4.66826"
"41.48300","0.00000","4.71169"
"41.49300","0.00000","4.76371"
"41.50300","0.00000","4.82137"
"41.51300","0.00000","4.87920"
"41.52300","0.00000","4.92655"
"41.53300","0.00000","4.96727"
"41.54300","0.00000","5.00896"
"41.55300","0.00000","5.05532"
"41.56300","0.00000","5.10879"
"41.57300","0.00000","5.16351"
"41.58300","0.00000","5.21494"
"41.59300","0.00000","5.26046"
"41.60300","0.00000","5.30158"
"41.61300","0.00000","5.34032"
"41.62300","0.00000","5.38597"
"41.63300","0.00000","5.44299"
"41.64300","0.00000","5.50204"
"41.65300","0.00000","5.55485"
"41.66300","0.00000","5.60047"
"41.67300","0.00000","5.64119"
"41.68300","0.00000","5.68305"
"41.69300","0.00000","5.72854"
"41.70300","0.00000","5.77628"
"41.71300","0.00000","5.82378"
"41.72300","0.00000","5.87265"
"41.73300","0.00000","5.92290"
"41.74300","0.00000","5.97215"
"41.75300","0.00000","6.02733"
"41.76300","0.00000","6.08376"
"41.77300","0.00000","6.13417"
"41.78300","0.00000","6.17895"
"41.79300","0.00000","6.21622"
"41.80300","0.00000","6.25171"
"41.81300","0.00000","6.29470"
"41.82300","0.00000","6.34699"
"41.83300","0.00000","6.40558"
"41.84300","0.00000","6.46521"
"41.85300","0.00000","6.51639"
"41.86300","0.00000","6.55855"
"41.87300","0.00000","6.60008"
"41.88300","0.00000","6.64175"
"41.89300","0.00000","6.68821"
"41.90300","0.00000","6.74242"
"41.91300","0.00000","6.79474"
"41.92300","0.00000","6.84473"
"41.93300","0.00000","6.89335"
"41.94300","0.00000","6.94333"
"41.95300","0.00000","6.99295"
"41.96300","0.00000","7.04211"
"41.97300","0.00000","7.08902"
"41.98300","0.00000","7.13421"
"41.99300","0.00000","7.18387"
"42.00300","0.00000","7.23393"
"42.01300","0.00000","7.28479"
"42.02300","0.00000","7.33654"
"42.03300","0.00000","7.38248"
"42.04300","0.00000","7.42378"
"42.05300","0.00000","7.46466"
"42.06300","0.00000","7.51069"
"42.07300","0.00000","7.56465"
"42.08300","0.00000","7.62368"
"42.09300","0.00000","7.67951"
"42.10300","0.00000","7.72547"
"42.11300","0.00000","7.76418"
"42.12300","0.00000","7.80151"
"42.13300","0.00000","7.84764"
"42.14300","0.00000","7.90009"
"42.15300","0.00000","7.95320"
"42.16300","0.00000","8.00448"
"42.17300","0.00000","8.05176"
"42.18300","0.00000","8.09523"
"42.19300","0.00000","8.13960"
"42.20300","0.00000","8.18761"
"42.21300","0.00000","8.24012"
"42.22300","0.00000","8.29283"
"42.23300","0.00000","8.34428"
"42.24300","0.00000","8.38979"
"42.25300","0.00000","8.43293"
"42.26300","0.00000","8.47711"
"42.27300","0.00000","8.52613"
"42.28300","0.00000","8.57893"
"42.29300","0.00000","8.63068"
"42.30300","0.00000","8.68044"
"42.31300","0.00000","8.72777"
"42.32300","0.00000","8.77436"
"42.33300","0.00000","8.80473"
"42.34300","0.00000","8.80906"
"42.35300","0.00000","8.78615"
"42.36300","0.00000","8.73934"
"42.37300","0.00000","8.67881"
"42.38300","0.00000","8.61650"
"42.39300","0.00000","8.56118"
"42.40300","0.00000","8.51358"
"42.41300","0.00000","8.47041"
"42.42300","0.00000","8.42803"
"42.43300","0.00000","8.37839"
"42.44300","0.00000","8.32440"
"42.45300","0.00000","8.27310"
"42.46300","0.00000","8.22232"
"42.47300","0.00000","8.17195"
"42.48300","0.00000","8.12433"
"42.49300","0.00000","8.07995"
"42.50300","0.00000","8.03360"
"42.51300","0.00000","7.98742"
"42.52300","0.00000","7.94251"
"42.53300","0.00000","7.89346"
"42.54300","0.00000","7.84301"
"42.55300","0.00000","7.78912"
"42.56300","0.00000","7.73672"
"42.57300","0.00000","7.69182"
"42.58300","0.00000","7.65293"
"42.59300","0.00000","7.61537"
"42.60300","0.00000","7.56904"
"42.61300","0.00000","7.51147"
"42.62300","0.00000","7.44999"
"42.63300","0.00000","7.39294"
"42.64300","0.00000","7.34581"
"42.65300","0.00000","7.30676"
"42.66300","0.00000","7.27325"
"42.67300","0.00000","7.23468"
"42.68300","0.00000","7.18639"
"42.69300","0.00000","7.13302"
"42.70300","0.00000","7.07625"
"42.71300","0.00000","7.02180"
"42.72300","0.00000","6.97082"
"42.73300","0.00000","6.91985"
"42.74300","0.00000","6.86778"
"42.75300","0.00000","6.81867"
"42.76300","0.00000","6.77580"
"42.77300","0.00000","6.73442"
"42.78300","0.00000","6.69172"
"42.79300","0.00000","6.64237"
"42.80300","0.00000","6.58781"
"42.81300","0.00000","6.53513"
"42.82300","0.00000","6.48582"
"42.83300","0.00000","6.44125"
"42.84300","0.00000","6.39554"
"42.85300","0.00000","6.34745"
"42.86300","0.00000","6.29500"
"42.87300","0.00000","6.24133"
"42.88300","0.00000","6.19257"
"42.89300","0.00000","6.14898"
"42.90300","0.00000","6.11110"
"42.91300","0.00000","6.06943"
"42.92300","0.00000","6.01846"
"42.93300","0.00000","5.96401"
"42.94300","0.00000","5.90630"
"42.95300","0.00000","5.85158"
"42.96300","0.00000","5.80113"
"42.97300","0.00000","5.75637"
"42.98300","0.00000","5.71520"
"42.99300","0.00000","5.67553"
"43.00300","0.00000","5.63232"
"43.01300","0.00000","5.58436"
"43.02300","0.00000","5.53581"
"43.03300","0.00000","5.48664"
"43.04300","0.00000","5.43543"
"43.05300","0.00000","5.37970"
"43.06300","0.00000","5.32513"
"43.07300","0.00000","5.27798"
"43.08300","0.00000","5.23556"
"43.09300","0.00000","5.19642"
"43.10300","0.00000","5.15600"
"43.11300","0.00000","5.11019"
"43.12300","0.00000","5.05778"
"43.13300","0.00000","5.00000"
"43.14300","0.00000","4.94238"
"43.15300","0.00000","4.89440"
"43.16300","0.00000","4.85493"
"43.17300","0.00000","4.81441"
"43.18300","0.00000","4.76484"
"43.19300","0.00000","4.70974"
"43.20300","0.00000","4.65579"
"43.21300","0.00000","4.60625"
"43.22300","0.00000","4.56100"
"43.23300","0.00000","4.51587"
"43.24300","0.00000","4.47148"
"43.25300","0.00000","4.42441"
"43.26300","0.00000","4.37408"
"43.27300","0.00000","4.31996"
"43.28300","0.00000","4.26683"
"43.29300","0.00000","4.21837"
"43.30300","0.00000","4.17019"
"43.31300","0.00000","4.11945"
"43.32300","0.00000","4.06815"
"43.33300","0.00000","4.02170"
"43.34300","0.00000","3.98232"
"43.35300","0.00000","3.94310"
"43.36300","0.00000","3.89851"
"43.37300","0.00000","3.84258"
"43.38300","0.00000","3.78229"
"43.39300","0.00000","3.73091"
"43.40300","0.00000","3.68863"
"43.41300","0.00000","3.65203"
"43.42300","0.00000","3.61285"
"43.43300","0.00000","3.56304"
"43.44300","0.00000","3.50201"
"43.45300","0.00000","3.44305"
"43.46300","0.00000","3.39595"
"43.47300","0.00000","3.35892"
"43.48300","0.00000","3.32435"
"43.49300","0.00000","3.28124"
"43.50300","0.00000","3.23044"
"43.51300","0.00000","3.17331"
"43.52300","0.00000","3.11498"
"43.53300","0.00000","3.06405"
"43.54300","0.00000","3.01935"
"43.55300","0.00000","2.97722"
"43.56300","0.00000","2.93191"
"43.57300","0.00000","2.88164"
"43.58300","0.00000","2.83184"
"43.59300","0.00000","2.78759"
"43.60300","0.00000","2.74745"
"43.61300","0.00000","2.70235"
"43.62300","0.00000","2.64915"
"43.63300","0.00000","2.59019"
"43.64300","0.00000","2.53307"
"43.65300","0.00000","2.48719"
"43.66300","0.00000","2.44782"
"43.67300","0.00000","2.40971"
"43.68300","0.00000","2.36589"
"43.69300","0.00000","2.31562"
"43.70300","0.00000","2.26105"
"43.71300","0.00000","2.20412"
"43.72300","0.00000","2.15208"
"43.73300","0.00000","2.10828"
"43.74300","0.00000","2.07110"
"43.75300","0.00000","2.02989"
"43.76300","0.00000","1.97862"
"43.77300","0.00000","1.92574"
"43.78300","0.00000","1.87287"
"43.79300","0.00000","1.82154"
"43.80300","0.00000","1.77236"
"43.81300","0.00000","1.72532"
"43.82300","0.00000","1.68178"
"43.83300","0.00000","1.63925"
"43.84300","0.00000","1.59389"
"43.85300","0.00000","1.54284"
"43.86300","0.00000","1.49181"
"43.87300","0.00000","1.43943"
"43.88300","0.00000","1.38470"
"43.89300","0.00000","1.33408"
"43.90300","0.00000","1.28865"
"43.91300","0.00000","1.24892"
"43.92300","0.00000","1.21291"
"43.93300","0.00000","1.17179"
"43.94300","0.00000","1.12188"
"43.95300","0.00000","1.06579"
"43.96300","0.00000","1.00922"
"43.97300","0.00000","0.95081"
"43.98300","0.00000","0.89771"
"43.99300","0.00000","0.85519"
"44.00300","0.00000","0.81725"
"44.01300","0.00000","0.77743"
"44.02300","0.00000","0.72807"
"44.03300","0.00000","0.67461"
"44.04300","0.00000","0.62475"
"44.05300","0.00000","0.57839"
"44.06300","0.00000","0.53513"
"44.07300","0.00000","0.48891"
"44.08300","0.00000","0.43678"
"44.09300","0.00000","0.38112"
"44.10300","0.00000","0.32759"
"44.11300","0.00000","0.28153"
"44.12300","0.00000","0.23969"
"44.13300","0.00000","0.19854"
"44.14300","0.00000","0.14940"
"44.15300","0.00000","0.09266"
"44.16300","0.00000","0.03724"
"44.17300","0.00000","-0.01024"
"44.18300","0.00000","-0.05193"
"44.19300","0.00000","-0.09547"
"44.20300","0.00000","-0.14359"
"44.21300","0.00000","-0.19842"
"44.22300","0.00000","-0.25537"
"44.23300","0.00000","-0.30496"
"44.24300","0.00000","-0.34803"
"44.25300","0.00000","-0.38642"
"44.26300","0.00000","-0.42729"
"44.27300","0.00000","-0.47303"
"44.28300","0.00000","-0.52632"
"44.29300","0.00000","-0.58094"
"44.30300","0.00000","-0.62854"
"44.31300","0.00000","-0.67417"
"44.32300","0.00000","-0.71783"
"44.33300","0.00000","-0.76219"
"44.34300","0.00000","-0.81061"
"44.35300","0.00000","-0.86037"
"44.36300","0.00000","-0.91006"
"44.37300","0.00000","-0.95719"
"44.38300","0.00000","-1.00188"
"44.39300","0.00000","-1.04731"
"44.40300","0.00000","-1.09420"
"44.41300","0.00000","-1.14096"
"44.42300","0.00000","-1.18573"
"44.43300","0.00000","-1.23388"
"44.44300","0.00000","-1.28489"
"44.45300","0.00000","-1.33570"
"44.46300","0.00000","-1.38526"
"44.47300","0.00000","-1.42983"
"44.48300","0.00000","-1.47016"
"44.49300","0.00000","-1.51288"
"44.50300","0.00000","-1.55962"
"44.51300","0.00000","-1.60822"
"44.52300","0.00000","-1.65939"
"44.53300","0.00000","-1.71050"
"44.54300","0.00000","-1.75844"
"44.55300","0.00000","-1.80783"
"44.56300","0.00000","-1.85678"
"44.57300","0.00000","-1.90012"
"44.58300","0.00000","-1.94351"
"44.59300","0.00000","-1.98849"
"44.60300","0.00000","-2.03496"
"44.61300","0.00000","-2.08536"
"44.62300","0.00000","-2.13673"
"44.63300","0.00000","-2.18755"
"44.64300","0.00000","-2.23769"
"44.65300","0.00000","-2.28850"
"44.66300","0.00000","-2.33599"
"44.67300","0.00000","-2.38156"
"44.68300","0.00000","-2.42295"
"44.69300","0.00000","-2.46252"
"44.70300","0.00000","-2.50998"
"44.71300","0.00000","-2.56250"
"44.72300","0.00000","-2.61730"
"44.73300","0.00000","-2.67023"
"44.74300","0.00000","-2.71707"
"44.75300","0.00000","-2.75830"
"44.76300","0.00000","-2.79781"
"44.77300","0.00000","-2.84311"
"44.78300","0.00000","-2.89329"
"44.79300","0.00000","-2.94843"
"44.80300","0.00000","-3.00509"
"44.81300","0.00000","-3.05059"
"44.82300","0.00000","-3.08938"
"44.83300","0.00000","-3.12610"
"44.84300","0.00000","-3.16853"
"44.85300","0.00000","-3.22273"
"44.86300","0.00000","-3.28017"
"44.87300","0.00000","-3.33534"
"44.88300","0.00000","-3.38570"
"44.89300","0.00000","-3.43236"
"44.90300","0.00000","-3.47508"
"44.91300","0.00000","-3.52081"
"44.92300","0.00000","-3.57106"
"44.93300","0.00000","-3.61930"
"44.94300","0.00000","-3.66648"
"44.95300","0.00000","-3.70961"
"44.96300","0.00000","-3.75285"
"44.97300","0.00000","-3.80130"
"44.98300","0.00000","-3.85454"
"44.99300","0.00000","-3.90741"
"45.00300","0.00000","-3.95501"
"45.01300","0.00000","-3.99785"
"45.02300","0.00000","-4.04182"
"45.03300","0.00000","-4.09137"
"45.04300","0.00000","-4.14457"
"45.05300","0.00000","-4.19837"
"45.06300","0.00000","-4.25019"
"45.07300","0.00000","-4.29544"
"45.08300","0.00000","-4.33573"
"45.09300","0.00000","-4.38036"
"45.10300","0.00000","-4.43288"
"45.11300","0.00000","-4.49045"
"45.12300","0.00000","-4.54542"
"45.13300","0.00000","-4.59362"
"45.14300","0.00000","-4.63398"
"45.15300","0.00000","-4.67317"
"45.16300","0.00000","-4.71891"
"45.17300","0.00000","-4.76649"
"45.18300","0.00000","-4.81575"
"45.19300","0.00000","-4.86498"
"45.20300","0.00000","-4.91497"
"45.21300","0.00000","-4.96554"
"45.22300","0.00000","-5.01435"
"45.23300","0.00000","-5.06247"
"45.24300","0.00000","-5.10683"
"45.25300","0.00000","-5.15244"
"45.26300","0.00000","-5.19874"
"45.27300","0.00000","-5.24374"
"45.28300","0.00000","-5.29043"
"45.29300","0.00000","-5.33666"
"45.30300","0.00000","-5.38567"
"45.31300","0.00000","-5.43595"
"45.32300","0.00000","-5.48280"
"45.33300","0.00000","-5.53128"
"45.34300","0.00000","-5.58066"
"45.35300","0.00000","-5.62889"
"45.36300","0.00000","-5.67483"
"45.37300","0.00000","-5.72045"
"45.38300","0.00000","-5.76658"
"45.39300","0.00000","-5.81339"
"45.40300","0.00000","-5.86331"
"45.41300","0.00000","-5.91267"
"45.42300","0.00000","-5.96296"
"45.43300","0.00000","-6.01189"
"45.44300","0.00000","-6.05606"
"45.45300","0.00000","-6.09879"
"45.46300","0.00000","-6.14412"
"45.47300","0.00000","-6.19586"
"45.48300","0.00000","-6.24784"
"45.49300","0.00000","-6.29860"
"45.50300","0.00000","-6.34541"
"45.51300","0.00000","-6.38925"
"45.52300","0.00000","-6.43578"
"45.53300","0.00000","-6.48384"
"45.54300","0.00000","-6.53442"
"45.55300","0.00000","-6.58826"
"45.56300","0.00000","-6.63773"
"45.57300","0.00000","-6.68269"
"45.58300","0.00000","-6.72352"
"45.59300","0.00000","-6.76660"
"45.60300","0.00000","-6.81748"
"45.61300","0.00000","-6.87305"
"45.62300","0.00000","-6.92830"
"45.63300","0.00000","-6.98041"
"45.64300","0.00000","-7.02655"
"45.65300","0.00000","-7.06483"
"45.66300","0.00000","-7.10071"
"45.67300","0.00000","-7.14218"
"45.68300","0.00000","-7.19152"
"45.69300","0.00000","-7.25001"
"45.70300","0.00000","-7.30823"
"45.71300","0.00000","-7.35596"
"45.72300","0.00000","-7.39646"
"45.73300","0.00000","-7.43943"
"45.74300","0.00000","-7.48609"
"45.75300","0.00000","-7.53416"
"45.76300","0.00000","-7.58423"
"45.77300","0.00000","-7.63059"
"45.78300","0.00000","-7.67294"
"45.79300","0.00000","-7.71838"
"45.80300","0.00000","-7.76702"
"45.81300","0.00000","-7.82085"
"45.82300","0.00000","-7.87584"
"45.83300","0.00000","-7.92576"
